0,1,2,3,4,5,6,7
CONTENDERS 72 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/8fae3365-5e4a-4a7c-bde4-97be3a305560/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhY2EzYmExMCIsImNpcGhlcnRleHQiOiJ6cW9LZ1NWWUx5ZkQrXC9kd0xwbk5hVUpRK2NiaFd6eURUcFNIU1AxRUJYcVwvRUcyVzdPWHZtT3RvbmxRR0FaWXoiLCJpdiI6IjlhY2NmYmFlYzNiZDYxMDZiOWQ3ODhjOTRmMWQ5MGI5Iiwic2FsdCI6IjJiM2IxYjUzMjkzOWI5MTRlNTY4MDg3MmZhNjg0ODRkIn0=,Trading emotions,qsc9uq,"October 14, 2020","<div class=""elementor-widget-container"">
<p><strong>00:03:00 - TRADING PSYCHOLOGY </strong></p>
<ul>
<li>Victor focuses on three subjects - trading emotions, risk management and trading steps before each trade</li>
</ul>
<p><strong>00:04:00 - TRADING EMOTIONS </strong></p>
<ul>
<li>Fear, depression, greed, euphoria</li>
<li>Find your centre</li>
<li>Get in your zone</li>
</ul>
<p><strong>00:09:30 - RISK MANAGEMENT</strong></p>
<ul>
<li>Protect your capital</li>
<li>Stick to your plan</li>
<li>No trade is also a trade</li>
<li>Leverage is like a drug</li>
</ul>
<p><strong>00:15:46 - TRADING STEPS BEFORE EACH TRADE</strong></p>
<ul>
<li>Find the confluence</li>
<li>Pick a position size that fits your account</li>
<li>Execute</li>
</ul>
<p><strong>00:19:30 - FOCUS MENTALLY AND PHYSICALLY</strong></p>
<p><strong>00:21:15 - INTRO TO NEXT CHAMPIONS STREAM</strong></p>
<p><strong>00:31:14 - SUMMARY</strong></p>
<p><strong>00:32:48 - Q&amp;A</strong></p>
<ul>
<li>A very nice Q&amp;A session about trading, winning, losing, motivation …</li>
</ul>
</div>",39ebdd04405a11f31e8409722b886291
CONTENDERS 71 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/5033494c-638c-46de-9aae-00e27decc520/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhY2QzZjU0ZiIsImNpcGhlcnRleHQiOiJxZ0hcL0x1SWtvMk16K3pIWTlxcVhwUlU2S1JcL2dGbVlpZElOaGhlUFM1RVI0amhTSGFFd2JcL1RkazU0Q0I5YWxrIiwiaXYiOiJlYjJiYmMxNDU0NTg1YmU1OTYwMmEwOTE1MTgyYzY0YiIsInNhbHQiOiIyMmJhYzU3ZGMzY2VmOWVkOGY5ZTFjOGU4ZDk0ZDlhZCJ9,Pitchforks pt2,qsbx72,"October 7, 2020","<div class=""elementor-widget-container"">
<p><strong>00:02:04 - ATOM/BTC COTW</strong></p>
<ul>
<li>Atom is a very technical altcoin</li>
<li>Daniel focuses on trading locally and commentates while doing the TA</li>
<li>BTW, as a swing trader one does not need Exo Charts</li>
<li>Daniel does not use order flow when he trades altcoins</li>
<li>Fibonacci speed fan is very useful tool, Daniel uses it every time when analysing</li>
<li>For Daniel pulling a fixed range is natural</li>
<li>He also analyses how long price is auctioning at the lows and how long at the highs to determine if time aspect follows the price aspect (is volume lining up with the price). If POC is very close to the highs but the price spends the majority of the time at the lows it is more bearish - there are a lot of trapped traders.</li>
<li>To see if there is a CCV set up on TV, you have to check where the day opened and take the fixed range tool from there to previous day open and mark out pdVAL, pdVAH and pdPOC.</li>
</ul>
<p><strong>00:23:49 - PITCHFORKS PT. 2</strong></p>
<ul>
<li>Reaction at the midline is a key. The midline is at least a TP if not final target. If it offers no support/resistance you trade it to the outer line.</li>
<li>EW and pitchfork coincide nicely and wave 3 has to be impulsive therefore the target has to be low of the pitchfork (if down trending).</li>
<li>Fib pitchfork is for HTF analysis</li>
<li>Pitchfan is for time analysis</li>
<li>For confirmation you can use volume, OI, consecutive candle closes, SFP, etc.</li>
<li>If the pitchfork was relevant in the past it makes it very powerful but as always you need CONFLUENCE</li>
<li>History does not repeat exactly but it does rhyme</li>
</ul>
<p><strong>00:36:24 - FIBONACCI PITCHFORK</strong></p>
<p><strong>00:43:07 - PITCHFAN</strong></p>
<ul>
<li>A combination of a pitchfork and a speed fan</li>
<li>This is the tool that encompasses time, price, targets and stop loss and is very powerful</li>
</ul>
<p><strong>00:47:40 - LIVE EXAMPLES ON ATOM/BTC</strong></p>
<ul>
<li>If price rejects off of the midline that cannot be wave 3 but can probably be ABC correction</li>
</ul>
<p><strong>00:53:46 - Q&amp;A </strong></p>
</div>",4f7c25f576ba1b22775f55f178046f6e
CONTENDERS 70 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/e069e152-5b99-43bf-8c73-d361446ff114/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhY2ZlYzM1YiIsImNpcGhlcnRleHQiOiJtRkxIUythNWJTV29LdGNFamwzRytHMlNlXC91VURyY2ZYQzB6bThpZUdXcWYxSktKSWN5NHhNTlBZb1RXRE9ORyIsIml2IjoiMGI3YTJkZWE1YTJjMzQ3MTZlOGUxNzg2ZmU5ZDU5MGMiLCJzYWx0IjoiYTRlN2ZkMWJkOGYyMTJhZTM2OTIyOWZkZjhiNTg3ZjQifQ==,Pitchforks pt1,qsbx0v,"September 30, 2020","<div class=""elementor-widget-container"">
<p><strong>00:02:50 - PITCHFORKS</strong></p>
<ul>
<li>Great to use on high time frames but can be used on any time frame</li>
<li>You need three pivots - first is the significant high, second is the low and the third pivot is a LH which can correspond with a CC (good confluence)</li>
<li>If the low (pivot three) holds, there is a 80% probability to hit the median line (which is also the target)</li>
</ul>
<p><strong>00:08:45 - PITCHFORK STRATEGIES</strong></p>
<p><strong>00:10:20 - FLAT PRICE ACTION</strong></p>
<ul>
<li>Once price reaches median line it can either break it and flip in support (target upper line) or rejects it and reverses (target the previous low). Context!</li>
<li>If price does not reach the middle line it can be classed as partial rise which indicates weakness.</li>
</ul>
<p><strong>00:12:58 - MINI MEDIAN LINE</strong></p>
<ul>
<li>After identifying a pitchfork on a HTF</li>
<li>When Mike talks about specific levels especially on HTF he usually means a region.</li>
<li>You can pull the pitchfork from high that hit the main pitchfork, to the low and the SFP and then look for the median line. SFP could be then traded into a HL looking for the higher price to follow. This allows you to short in an uptrend and potentially look for a HL. Adding Fibonacci levels up the confluence</li>
</ul>
<p><strong>00:20:56 - PRICE FAILURE</strong></p>
<ul>
<li>Similar to the first strategy</li>
<li>Price rallies in a strong trend but fails to reach a median line</li>
</ul>
<p><strong>00:24:53 - USE OF PITCHFORK ON TV</strong></p>
<ul>
<li>Trading View has many variations of Pitchforks</li>
</ul>
<p><strong>00:36:52 - XRP/BTC</strong></p>
<ul>
<li>Mike finds an exchange with the most historical data and he determines MS</li>
<li>He checks which Fib numbers it generally reacts off</li>
<li>Timing is very important when it comes to trading</li>
</ul>
<p><strong>01:12:53 - Q&amp;A</strong></p>
</div>",1b9c35599087a3e017ee94f70a032313
CONTENDERS 69 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/39195e91-d0ba-453c-8b9f-851b353f5aed/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZDJiMDlmMCIsImNpcGhlcnRleHQiOiJwTFFnZDVra2U5TUF1bXhtQjBYdjNNR3NlYTZsc0JzU0JrRUh3aVlJZGV1U3d2SXF4b0twZkdWdFZuamNVb1JiIiwiaXYiOiI2MWQ2NGEwZjU4MTY5NmI0OWU4ZDRhMTI0ZmVkMjA4NSIsInNhbHQiOiI4YmYxNTIxZDg4MTJjYzI3NjJlMzU5OTAyY2ZjNzlkZCJ9,Live charting,qsl57r,"September 23, 2020","<div class=""elementor-widget-container"">
<p><strong>00:02:07 - BTC TA</strong></p>
<p><strong>00:05:14 - CHARTING IN SILENCE</strong></p>
<p><strong>00:35:24 - ‘LIVE’ DROP HAPPENS ON BTC</strong></p>
<p><strong>00:38:33 - DANIEL COMMENTS + REVIEWS TODAY’S TRADE</strong></p>
<p><strong>00:53:16 - Q&amp;A</strong></p>
<ul>
<li>Bubbles on Exo Charts signify liquidations and if there are big ones that can equal the signal of reversal</li>
<li>If two levels are close on a chart, Daniel usually deletes the lower one if it is resistance and higher one if it is support.</li>
<li>Daniel bases trades off of ES sometimes</li>
<li>Daniel does not trade solely off of CC, there needs to be confluence</li>
</ul>
<p><strong>01:05:51 - DANIEL GOES THROUGH TWO BEST TRADES OF THE DAY</strong></p>
<p><strong>01:08:50 - Q&amp;A </strong></p>
<ul>
<li>Daniel uses wicks for MS</li>
<li>Daniel trails SL manually</li>
<li>SPX is completely ok to follow if you do not want to pay for data on ES</li>
</ul>
</div>",3c99afd67ed667dcfb248e91b1b78c32
CONTENDERS 68 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/77e9cd46-b350-4b39-b203-a81b711b2046/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZDU3YTI2MCIsImNpcGhlcnRleHQiOiJNQTlEQ1dXTVE0VjJTY0d1dnZSVE50RlwvZFg2RXB1U0VsdVdSOEg1KzJRZ20zd0IzTkVVaEZ6K1ZRWWw2bXZUTiIsIml2IjoiNDQ5NTJkOWE4MTkzZGY3NDA3ZGQ5OTg5NDFlMWQ0NWUiLCJzYWx0IjoiYTI3NDU5OWE2OTA4ZjZlMzJiNmQ4NDEwMzg2ZDk4OGMifQ==,Day trading strategy,qrr9y0,"September 17, 2020","<div class=""elementor-widget-container"">
<p><strong>00:02:28 - ETH/BTC LAST WEEK’S REVIEW</strong></p>
<p><strong>00:05:44 - EOS/BTC COTW</strong></p>
<ul>
<li>EOS was voted as the asset that most people on the stream were interested in. Daniel then deleted everything from the chart and started from beginning.</li>
<li>EOS is ranging for an unusually long period of time</li>
<li>Again, Speed fan is so underrated but so extremely powerful</li>
</ul>
<p><strong>00:29:33 - DAY TRADING STRATEGY </strong></p>
<ul>
<li>This strategy is primarily based off volume (high and low of the candles, liquidity) and reactions</li>
<li>Daniel always waits for a reaction, he does not pre-set bids</li>
<li>Patience is very important with this strategy</li>
<li>With this strategy, you trade with momentum of moves</li>
<li>Key components
<ul>
<li>TPO charts</li>
<li>Open interest</li>
<li>Volume/momentum</li>
<li>Fibonacci</li>
</ul>
</li>
<li>This strategy gives 1-4 trades a day</li>
<li>When there is no set-up do NOT trade, but when the trade comes, it is usually a very good one.</li>
<li>MS, OI and volume show momentum of the move + Fibonacci is Daniel’s primary tool for confluence (entrance is not based off it)</li>
<li>TPO charts and volume tools (POC, VWAP etc.) give trade entry.</li>
<li>MS (15 min) shows trend (easier to monitor for newer traders)</li>
<li>Volume shows the strength of the move (more advanced method)</li>
<li>OI shows the aggressiveness of the move</li>
<li>Daniel obviously uses CC, but he also uses .796 fib in the low volume environments (ranging days) and .28 in high momentum environments (trending days) - CCW!</li>
<li>For this method TPO chart SP’s or HTN are highly favourable</li>
<li>Reading momentum and context is the most crucial - if you use a strategy but don’t understand how to gage momentum or context you fail. These two are the most crucial</li>
<li>In trending days, you have to look if longs or shorts are aggressive (in Exocharts). Also in ranging days when you look for pull-backs, knowing who is aggressive (momentum) is very helpful. Along with this, you have to see if OI is following the aggression.</li>
</ul>
<p><strong>00:42:09 - EXAMPLES</strong></p>
<ul>
<li>When there is an upwards move, it should be supported with NET longs pushing (aggressive)</li>
<li>One of the most common set-ups in this strategy is VWAP+POC confluence (first touch gives a trade)</li>
<li><u>Very good example</u>: There is a trending (downwards) day and price rises with big candles + some liquidations on declining OI. Price hits the dPOC + pdVAL + VWAP = short the bounce (CONTEXT)!</li>
<li>Understanding correlation with other assets (ES, DXY etc.) helps tremendously</li>
</ul>
<p><strong>00:51:50 - TEMPLATE EXPLAINED</strong></p>
<ul>
<li>This is basically the all-in-one template (TPO chart, volume chart, candlesticks based off of volume, daily volume profile of last two days, delta profile of last two weeks (ultra-powerful), CVD divergence, OI, NET longs, NET shorts, H-L, Time and Trade counts.</li>
<li>It may seem perfect, but in fact perfect trading strategy does not exist.</li>
<li>The final piece of puzzle is found with experience</li>
</ul>
<p><strong>00:56:00 - Q&amp;A</strong></p>
<ul>
<li>Daniel does not adjust the Speed fan when changing time frames (it is not incorrect though)</li>
</ul>
<p><strong>01:15:27 - SUMMARY</strong></p>
<ul>
<li>Momentum gives trade direction</li>
<li>Volume gives entries</li>
<li>Fibonacci gives confluence</li>
<li>Context and experience</li>
</ul>
</div>",1efb1b390ec3441a4212d696016cd282
CONTENDERS 67 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/36ac5d8a-1fcd-4848-a45d-9ab8977eff69/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZDg3YTc4NSIsImNpcGhlcnRleHQiOiJYcTBUWHoyN1hhdVVnWitibkE0cHFYalJicjlGaTEzSVlKelVMRkZtT1U3dEgwNEYzNGdYVkRTZkQ4VksrRjA5IiwiaXYiOiJiOTFjZTRlZTVmMjRmODlkNTA0NzY1YWVkNmJiNmVjZSIsInNhbHQiOiIzY2Q0NTVmNjdlYTIwMjUyZGMzNjVkZWJmNTUxOGIxNyJ9,Volume specifics,qrr7fz,"September 10, 2020","<div class=""elementor-widget-container"">
<p><strong>00:03:10 - ETH/BTC COTW</strong></p>
<ul>
<li>Daniel changed his approach a bit - ETH was voted as the asset that most people on the stream were interested in. Daniel then deleted everything from the chart and started from beginning</li>
<li>Speed fan is a very powerful tool</li>
<li>Daniel takes the fib from where the move gets very impulsive</li>
</ul>
<p><strong>00:28:14 - VOLUME SPECIFICS - DANIEL’S SCALPING/DAYTRADING STRATEGY</strong></p>
<ul>
<li>The first part (next part next week)</li>
<li>We look at the H-L to identify the liquidity in the market</li>
<li>If price is breaking through a level but the H-L are larger than the average it is likely to be a fake-out</li>
<li>When price breaks through a key level of the day (POC, monthly level, weekly level, CC, a high or a low etc.) and the candles are larger than the average it is likely to be a fake-out.</li>
</ul>
<p><strong>00:31:47 - AN EXAMPLE OF LOW LIQUIDITY TRADE</strong></p>
<ul>
<li>It is such an advantage to trade with volume candles because it ignores all the noise, the candle only gets printed when it needs to and also you can see the strength and momentum of the move as well as the liquidity in the market.</li>
<li>You are looking for the liquidation run into a SFP and then the rapid buy-back on a very few big candles (lack of liquidity)</li>
<li>When something like this occurs and you see orderbooks really thin you look to fade that move. Price may also form a range</li>
</ul>
<p><strong>00:35:50 - AN EXAMPLE OF HIGH LIQUIDITY TRADE</strong></p>
<ul>
<li>Lots of small H-L’s equal high liquidity. If price hits a key level (any) and the H-L are smaller than average but CVD is breaking up, it shows bigger traders are absorbing buy orders (or sell orders, depends where it is located)</li>
<li>In this example, there are lots of small candles going into HTF resistance. Price forms bearish CVD divergences and then sells off.</li>
<li><strong><u>NOTE</u>: </strong>trade CVD divergences in high liquidity environments
<ul>
<li>When price builds up on very small candles it shows a lot of volume is going into this but the price is not advancing sufficiently = larger traders are absorbing several hundred million of orders. When price then retests that same level on OI building up with it (=a lot of new longs opening) and you get the bearish CVD divergences on top of that and the sell-off occurs on a lot of small candles, it is sustained. That shows the bigger trader is getting out of his position on a sustained move. There is an acceptance in price going down. This type of day trades are the best.</li>
<li>On top of this you can check the trade count. You should look for low trade counts because they highlight exchange/high volume trader. When there are for instance ten 5 million candles and eight are built up with 1000 trades and then two 5 million candles in a row are built with one or two trades. That shows larger traders are trading at that level. If this is starting to be a trend, the larger player has made a decision and with following the footprints you should be monitoring and recognizing what is happening.</li>
</ul>
</li>
</ul>
<p><strong>00:41:42 - ANOTHER EXAMPLE</strong></p>
<ul>
<li>Price rises on large candles and then goes sideways as bearish CVD divergences form. Sell off on low trade count. Whoever was absorbing orders decided the direction of the market. You want to trade with the trend and in this case short every rise that occurs.</li>
</ul>
<p><strong>00:42:49 - RECAP</strong></p>
<ul>
<li>Takes time to master this. Firstly, you have to recognize that high or low liquidity, then understand the TA that you use within that environment would be scientifically different.</li>
<li>To know either you want to join a move or fade a move gives you a massive advantage because majority of the market does not understand that.</li>
</ul>
<p><strong>00:45:18 - Q&amp;A</strong></p>
<ul>
<li>Quarterly and yearly levels are relevant but in crypto there is not too much data so Daniel does not really refer to them (only stock market)</li>
</ul>
</div>",9654ea99cfcdf30783a7d3273ffeffac
CONTENDERS 66 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/74b46c3c-450a-4756-a046-ed7b43468880/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZGI2YmNkOSIsImNpcGhlcnRleHQiOiJmMGduQ2pyUDNxbHl0RnNicHhYNXRUM2YramwwblRDeDVCRVY2TEk3cjNXVUFxd2VqeFwvXC96R2hPT0tUWmZ0c0EiLCJpdiI6ImE2ZDQzZjM2ODMzMWUzYTFhYTQ3ZTE0NjIwYWZjNTZhIiwic2FsdCI6IjFiMDNlMjUzN2EzNDcwZDhiYTk1ZjYyMDAwNzNiZTVjIn0=,Live charting,qsl52n,"September 2, 2020","<div class=""elementor-widget-container"">
<p><strong>00:05:10 - EOS/BTC</strong></p>
<ul>
<li>Daniel marks it from scratch
<ul>
<li>Horizontals</li>
<li>HTF Fibonacci</li>
<li>Local Fibonacci</li>
<li>Volume check</li>
<li>Fixed range</li>
<li>Channel (if the move is impulsive you cannot find good channel)</li>
<li>Harmonic pattern (if the move is impulsive you cannot find pattern)</li>
<li>Speedfan (if the move is impulsive you cannot use it)</li>
<li>Pitchfork (if the move is impulsive you cannot use it)</li>
<li>Put together a potential set-up</li>
</ul>
</li>
<li>He front-runs his targets</li>
<li>After charting calculate the position size based on risk management</li>
</ul>
<p><strong>00:21:19 - XRP/USD</strong></p>
<ul>
<li>Daniel likes to work out EW when pulling a channel</li>
<li>When SL is hard to define you can set an alert and monitor PA. If you are looking for a SFP then invalidation is very simple (and close)</li>
</ul>
<p><strong>00:35:36 - Q&amp;A </strong></p>
<ul>
<li>Daniel ALWAYS sets TPs, never just holds till the target</li>
<li>Wave 1 of EW is the hardest to trade, the most money is made on wave 3</li>
<li>Swing trading is easier than scalp trading</li>
<li>You have to identify liquidity yourself (there is no book on that)</li>
</ul>
<p><strong>01:00:34 - WRAP UP</strong></p>
<p><strong>01:01:43 - MCD TA</strong></p>
</div>",2e268bff25d317579182c1989473a4bf
CONTENDERS 65 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/5120a9bb-5b80-4847-bdc4-51e6f6b6021f/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZGUyYWE0NCIsImNpcGhlcnRleHQiOiI1akJFZEN3UEhyc3hqc2RQcU43WXFUbUVjUkpzK2V6SjVHdkd0dENhRjJiMTl1TUFmVnZcL05GYWEzTVFWN1VuZyIsIml2IjoiNjA4NTE5OGM4N2MwN2VhNzg2ODMyYWEyMzAyMjgyYjMiLCJzYWx0IjoiODI5OTJiMDZiNTRiNDM2YmZiZTc2NTEyNjdjODA1MmYifQ==,Chart types pt3,qsby4p,"August 26, 2020","<div class=""elementor-widget-container"">
<p><strong>00:06:20 - VOLUME CHARTS</strong></p>
<ul>
<li>Volume chart prints new candle after a specific amount of volume has been reached
<ul>
<li>For instance, when you select Volume 10M there will be new candle printed after candle reaches 10 million transactions.</li>
</ul>
</li>
<li>This chart type can be used in combination with footprints, imbalances and delta cluster candles</li>
<li>They are great way of seeing when momentum is picking up but on trend reversal type they are not so useful because you cannot see the wicks</li>
</ul>
<p><strong>00:08:26 - DELTA</strong></p>
<ul>
<li>Delta charts print a new candle after a specific amount of delta has been reached</li>
<li>They are useful to monitor when you want to see incoming market orders (they move market)</li>
<li>This concept is a bit simpler than other types (yet very useful)</li>
</ul>
<p><strong>00:10:48 - TIME</strong></p>
<ul>
<li>Time is very valuable as you can see how much time is required to print a new candle. You can easily spot when volume is picking up because you see candles forming faster.</li>
</ul>
<p><strong>00:12:32 - EXAMPLES</strong></p>
<ul>
<li>When you look at the volume chart and bars are becoming larger and larger it shows there is less liquidity (price just ‘slides’ through) and volume is bad</li>
<li>Zeros on the right side indicate there are no buys which means no liquidity - OI shows the same</li>
<li>When candles start being smaller and more compressed and price approaches a key level, it shows move is more reliable - there is more liquidity</li>
<li>It is impossible to determine the low but it is possible to determine whether price will break out or not when you look at the volume chart. When candles are being printed in short(er) periods of time it signifies there is a ‘volume injection’.</li>
<li>Mike likes to use 10M volume bars</li>
<li>When price is reaching a key level, you can see where in candle delta is taking place. Then you can see if there are any trapped traders for instance. Volume chart is nice for scalping.</li>
<li>Delta charts can take a little longer to form because new candle is created only when there is either negative 5M delta or positive 5M delta (if you look at D-5M)</li>
<li>You can determine either attempt to break a high/low is strong or weak seeing how fast delta candle was printed. Mike also likes to see how many trades took place in that candle and how many of them were buys and sells. Less trades mean bigger orders.</li>
</ul>
<p><strong>00:41:30 - RECAP</strong></p>
<ul>
<li>Mike sums up all the chart types he covered till this day</li>
<li>Range, range-y, tick, trend reversal, volume, delta chart</li>
</ul>
<p><strong>00:47:32 - ADD MORE COMPLEXITY</strong></p>
<ul>
<li>When you master all these chart types you can add more complexity</li>
<li>There is no best chart type. It all goes down to personal preferences and the type of trader you are.</li>
<li>You can add OI, delta, CVD as they give you additional clues</li>
</ul>
<p><strong>00:54:09 - LINK/BTC COTW </strong></p>
<ul>
<li>Such a technical coin</li>
<li>There is always a time and place to be aggressive on a trade</li>
</ul>
<p><strong>01:08:07 - Q&amp;A</strong></p>
<ul>
<li>Mike sometimes switches between different chart types when monitoring PA</li>
<li>When you see price coming up on very high volume and delta and see OI crashing down that indicates stop hunt. After that price might be rejected hard or a range might start forming.</li>
</ul>
</div>",25f0fe477b4c8771bd4efd55749ff69c
CONTENDERS 64 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/f9ad0772-8199-4e2c-86f2-1e2cb3767428/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZTBjMDI3MyIsImNpcGhlcnRleHQiOiJPQW5EVUtNZTlqbFBBQzF3RFlxa1BMbHJwM1Q1VHFZcURRSVpIa3pJQkErZEhMb0VTSXhlZ3N6ZTRyMmM0VFBiIiwiaXYiOiI0N2RjZGQ4YzQ0NWFjN2VhNTI2NWJmOTI1MDFlZTIxMyIsInNhbHQiOiIyNmIxODJlNDljNzI1OTA0YTE0ZTZiNWIyZDdmYzAyZSJ9,Chart types pt2,qsbxxw,"August 19, 2020","<div class=""elementor-widget-container"">
<p><strong>00:03:19 - WTC/BTC</strong></p>
<ul>
<li>Mike likes this altcoin from a longer time perspective</li>
</ul>
<p><strong>00:17:46 - TREND REVERSAL</strong></p>
<ul>
<li>A really nice chart type</li>
<li>Can be found on Exo Charts</li>
<li>Trend reversal candle consists of a mixture of the Range chart and the Tick chart</li>
<li>There are two types of bars in one chart
<ul>
<li>Tick trend / trending bar</li>
<li>Tick reversal / reversal bar</li>
</ul>
</li>
<li>If you select for instance a trend rev 78-48, the first number refers to trending candles. There will be a new trending candle created every 78 ticks (39 dollars). The second candle is a reversal candle. A new candle gets printed every 48 ticks in the opposite direction of the previous candle. So basically, large candles are trending candles and small candles - possibly with the wick - are called reversal candles.</li>
<li>Wicks in this type of chart ae different and it is important to understand them correctly so that you can read the chart correctly.</li>
<li>In this charts wicks are called shadows</li>
<li>In a trend rev chart, wicks are always directed against the candle direction. So, there can never be a red candle with the wick to the downside and there can never be a green candle with the wick to the upside. This is useful because you can see where the price is attempting to go but failed to stay.</li>
<li>The good side of this type of chart is that it removes noise.</li>
<li>These candles are good to see clearly if the price is consolidating or trending and also, it is easier to read horizontal support/resistance levels.</li>
<li>When you know how to read the you can combine them with reading volume, delta, it is easy to spot S/R levels etc.</li>
</ul>
<p><strong>00:32:30 - AN EXAMPLE</strong></p>
<ul>
<li>A very nice example of how reading this chart helps you spotting reversal easier.</li>
<li>Upon approaching a key level there was a reversal bar - price tried to push up but the reversal candle indicates reversal (with trapped traders)</li>
</ul>
<p><strong>00:37:54 - BTC TA</strong></p>
<p><strong>00:45:18 - Q&amp;A</strong></p>
<ul>
<li>When the reversal candle is forming it can have reversal wick on both sides but when it finally forms, the wick can only be on one side.</li>
<li>Keep in mind reversal candles can also be printed in ranges or at the key levels</li>
<li>Big wicks indicate large orders</li>
<li>The higher number you use, the higher the TF that you are looking at</li>
<li>You have to use another tools/indicators for confluence</li>
<li>If price is pushing up and forming a red candle it indicates a reversal candle but if there is positive delta in that candle it is contradicting so you have to be careful. In this case there will either be a reversal or the price will be ranging more.</li>
<li>When there is big volatility Mike uses higher trend rev charts but in general he uses whatever looks best for him in given moment</li>
<li>When the candle is forming it is difficult to see where the POC of candle is. It is best to wait until it is formed completely or use the lower trend rev chart.</li>
</ul>
</div>",eb86214d09902d8a8f583f1679c1ba90
CONTENDERS 63 - ChartChampions,https://di2l6fs1w0mp2.cloudfront.net/2e83d584-5716-4f01-8508-a180cc8131bc/master.m3u8,eyJwYXNzcGhyYXNlIjoiNjIwMTlhZTNiMGJjMCIsImNpcGhlcnRleHQiOiJUeWpVWVFwdjlJU2VldVowbkZKVVNrNHRKaUJnK1l1UVZ4TGQ5TEdkS002M2o1RlFHbWZid1Zyak5NbWo2MjIrIiwiaXYiOiI2YmQyMGJjZmE1MjU0N2JlZTliMDU0YjNjZTJhZTFmOCIsInNhbHQiOiJmNTllNTI2YTY5MWY1NGJlOTI3ZDY4YTliYmRhMWMwMiJ9,Chart types pt1,qsbxd7,"August 12, 2020","<div class=""elementor-widget-container"">
<p><strong>00:01:40 - ALGO/BTC</strong></p>
<ul>
<li>A nice example of an iH&amp;S</li>
</ul>
<p><strong>00:15:25 - CHART TYPES (EXO CHARTS)</strong></p>
<ul>
<li>Different chart types can help us traders to take better trades</li>
<li>By reading these charts you can move away from time frame and you can read momentum in variety of different ways</li>
<li>Because you do not have to wait for arbitrary TF close for confirmation you can enter a trade early</li>
<li>There is less noise on the chart, only useful data one would like to see</li>
</ul>
<p><strong>00:19:13 - RANGE</strong></p>
<ul>
<li>A range chart creates a new candle every 6 ticks (3 dollars) in price change.</li>
<li>Sometimes there can be slippage as well</li>
<li>It is beneficial to see how long each candle takes to form on Exo</li>
<li>With range chart you can measure volatility and identify S/R levels</li>
<li>You can see buy and sell pressure and foresee potential reversal coming</li>
<li>Mike likes to use this chart in a channel as it can give you heads up</li>
<li>Large candles mean there is a lot of big orders being processed</li>
</ul>
<p><strong>00:26:29 - RANGE Y</strong></p>
<ul>
<li>It is a modification to remove more noise</li>
<li>It calculates how far price moves from the open</li>
</ul>
<p><strong>00:33:53 - TICK</strong></p>
<ul>
<li>One tick is one transaction</li>
<li>Mike likes to scalp off of these charts</li>
<li>If candles are printing rapidly it signifies volatility is picking up</li>
<li>You can see when bigger players are entering the market (how much volume was transacted in the certain amount of trades)</li>
<li>If there is a very compact candle with high amount of delta that signifies that there is absorption going on (big trades are happening and price is not doing much)</li>
<li>This chart type is suitable for scalp traders</li>
</ul>
<p><strong>00:44:27 - Q&amp;A</strong></p>
<ul>
<li>Mike likes Tick-230 chart the most</li>
<li>If price is moving up and you suddenly see big market sells coming in it shows the top is heavily sold (useful with range chart). When approaching resistance line, you can see if the top is getting sold. If longs are taking profit or people aggressively selling the top this can be an early indication that the price is at the top of the range. So, short would be the safer trade.</li>
<li>If the price is going up and you see big market buys coming in and OI is going up that shows you the move up is healthy (trade with momentum)</li>
</ul>
<p><strong>01:01:56 - BTC TA + EXAMPLE</strong></p>
<ul>
<li>When price approaches a specific level, you should see the volume, how fast it is approaching and how big is the candle. If the candle is big it shows there is volatility and big orders being processed. If the candle is small and there is a lot of volume in it, it shows there is struggle going on and if you see negative delta and volume increasing on the next candle you can clearly see price is rejected</li>
</ul>
<p><strong>01:05:36 - SUMMARY AND WRAP UP</strong></p>
</div>",f0c8137aceddfb79626ad9ed9a6130ea
